,productid,title,price,description,console,console_Game Boy Advance,console_Game Boy Color,console_GameCube,console_Nintendo 64,console_Nintendo DS,console_Nintendo Wii,console_PC & Mac,console_PlayStation,console_PlayStation 2,console_PlayStation 3,console_PlayStation Portable,console_Sega Dreamcast,console_Sega Genesis,console_Super Nintendo,console_Xbox,console_Xbox 360,price_normalised,average_score,average_bert_pred_prob_pos,average_bert_pred_prob_nonpos,average_sentiment_vader,review_counts,average_sentiment_score,average_sentiment_label,adjusted_average_score,adjusted_average_sentiment_score,adjusted_average_sentiment_label,adjusted_average_bert_pred_prob_pos,adjusted_average_bert_pred_prob_nonpos,adjusted_average_sentiment_vader
715,B000083DZQ,All-Star Baseball 2004,11.28,"allstar baseball certainly lives up to its name it offers the largest stable of former greats some 50 in all and it even offers many of the standouts and stars from the old negro baseball league its obvious acclaim decided the best way to deal with the competition is to match it in terms of baseball prowess but at the same time outdo them in terms of extras allstar throws shovel fulls of extras extras like a trivia game stadium tours and dvd content it even includes classic ballparks just in case you really miss shibe park there are seven fantasy ballparks in currently baseballfree north american cities and you can pick and choose from over 30 mascots making the expansion team options all the more interesting allstar also offers a deep franchise mode that rivals text simulations like over the top baseball baseball lives and dies by the pitcherbatter duel and allstar has you covered here how by offering every option the competition can muster you can use a cursor system like mvp baseball a timing based system less realistic but good for new players and a system like high heat where you have to watch the ball carefully most realistic each system works but the cursorbased option could is sub par the information regarding where and when to swing appears too late the gameplay has other flaws fielding feels soft unresponsive and slow and the ai is stupidly aggressive at times stealing when it shouldnt and slugging when a sacrifice is called for allstar has good graphicsnot the best available but very good and the animations are all smooth and lifelike you can even identify many players by their batting stance alone the audio is a standout specifically the commentary which is accurate insightful and even includes entertaining side conversations about the rules and quirks of the game allstar isnt quite the best baseball game you can buy for your console system but it offers the best overall package if you arent sure what you want good gameplay good graphics lots of options and extras and a nice range of hitting options play ballandrew s bub  pros   nice range of pitchingbatting options  good graphics  terrific audio   cons   uneven overly aggressive artificial intelligence	select from all mlb teams",PlayStation 2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.779907075,3.888888889,0.536658557,0.463341453,0.604666667,9,1,Positive,3.421052632,1,Positive,0.517364579,0.482635425,0.549578947
717,B0009A4EVM,Kingdom Hearts II,14.18,kingdom hearts ii follows sora donald and goofy on their continuing quest it has been one year since the events of kingdom hearts the story begins in twilight town a quite burg nestled between night and day sora and friends are joined by a vibrant new cast of characters including king mickey himself together they will encounter countless dangers in worlds both familiar and brand newfeatures explore both new and familiar worlds from kingdom hearts plus new disney worlds to the kingdom hearts franchise such as pirates of the caribbean beauty and the beast and mulan a more advanced battle system that allows for a wider range of commands powerful new combos and cooperative attacks with members of your party introducing another layer of strategy an allnew drive command that lets sora change into a variety of new forms altering his skills and abilities a revamped camera system that keeps you in the middle of the action brand new transportation system that takes sora and friends from world to world in the style of theme park rides cameo appearances by popular final fantasy characters a large ensemble cast of disney characters and a new cast of original characters designed by renowned artist tetsuya nomuraformat ps2 genreactionadventure ratingrp upc662248904115 manufacturer no90411,PlayStation 2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.622475122,4.612903226,0.742420033,0.25757997,0.852780645,31,1,Positive,4.612903226,1,Positive,0.742420033,0.25757997,0.852780645
718,B00004YROX,Knockout Kings 2001,19.28,"question whos a better fighter lennox lewis or joe frazier answer you with knockout kings 2001 you can choose a champion from a long list of past and present greatsall with nearphotorealistic faces and signature moves the game also includes todays top female boxers including mia st john and lucia rijker as well as ingame strategy from seasoned trainers and commentary from boxing experts al bernstein teddy atlas and max kellerman	some of the biggest names in boxings past and present will join the fray in the latest incarnation of knockout kings populating the ring will be diehards such as muhammad ali joe frazier and roberto cesar chavez not to mention members of the new guard including lennox lewis floyd mayweather and micheal grant aside from actual fighters many members of the boxing community play significant roles in the game the likes of mills lane and richard steele will referee while al bernstein and teddy atlas do much of the commentary and analysis jimmy lennon jr will even do ring announcements  fighting styles within the game are supposed to be very mutable so you can customize entire movesets for your fighter the dynamic punch control feature promises to let you set up and customize every punch in a combo effectively giving you a limitless number of combo types  knockout kings 2001 will feature a career mode that will let you train your fighter in the subtleties of countering blocking and combinations  the playstation2 version will take advantage of cyberscan technology which allows the intricacies of the human face and body to be fully and faithfully recreated in the digital realm while the images released thus far truly look impressive theyll have to be set into motion for their true value to be discerned  knockout kings 2001 is set for release this winter check back here for the latest info as it becomes availablefrank provocopyright  1998 gamespot inc all rights reserved reproduction in whole or in part in any form or medium without express written permission of gamespot is prohibited  gamespot review",PlayStation 2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.345612031,3.25,0.458040025,0.541959995,0.6840375,8,1,Positive,3.111111111,1,Positive,0.481351122,0.518648887,0.581794444
719,B0000631WE,WWE Wrestlemania X8,29.99,"your signature music pumps through the arena your fans cheer your opponents fans boo and you even see your own grand entrance on the titantron video welcome to wrestlemania whether you want to play as one of wrestlings 35 pros an upandcoming rookie or a selfcreated superstar persona you can take your wrestler up through the ranks in the quest for the heavyweight championship belt to win youll need to know your wrestlers style to best use his combination of counters reversals and boneshattering finishing moves wwe wrestlemania x8 also includes tagteam matchups more than 40 match types in six different arenas raw smackdown and royal rumble among them and a tvstyle presentation with multiple camera views	wwf wrestlemania x8s original gameplay engine recreates all the action excitement and tradition wwf fans have come to love experience the intensity and exhilaration of professional wrestling as you step onto the mat to fight the most brutal band of brawlers around master each superstars unique wrestling style and turn the tide of the match through a combination of counters reversals and boneshattering finishing moves play as top wwf superstars including newcomers rob van dam booker t ddp and the hurricane",GameCube,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235800459,3.5,0.606444991,0.393554992,0.3969625,8,1,Positive,3.222222222,1,Positive,0.547308885,0.452691107,0.454205556
720,B000930DQ4,Harry Potter and the Goblet of Fire,10.75,"be harry potter in a new adventure with more magic friendship and danger in a stunning nextgeneration rendition of harrys world learn new spells undertake new quests make new friends and challenge new adversaries to confront the powers at the heart of the chamber of secrets do you dare take the chance that you might face youknowwho again  features  explore a richer world dazzling nextgeneration graphics create an authentic immersive hogwarts go deeper into harrys second adventure greater magic control and advanced secondyear spells greater depth featuring wizard duels powerup spells quidditch leagues and all your favorite characters from harry potter and the chamber of secrets including the extremely famous and incredibly talented gilderoy lockhart take flight hop on harrys nimbus two thousand and freely explore hogwarts school of witchcraft and wizardry harry comes to life his internal voice guides the player through the game slay a firebreathing dragon rescue friends from the icy depths of the black lake and navigate the dangerous twisting mysteries on your ps2 allnew enchanting spellcasting system allows players to really feel the magic as the controller shakes and reacts with every flick of the wand teamup with friends in cooperative play to make more magic and powerful spells than ever before	in the harry potter and the goblet of fire videogame licensed by warner bros interactive entertainment harry is mysteriously selected by the goblet of fire as the fourth champion in the dangerous triwizard tournament each champion in the international competition must confront a firebreathing dragon rescue friends from the icy depths of the black lake and navigate the twisting mysteries of a vast enchanted maze exciting scenes from the film come to life from the quidditch world cup campsite to a heartstopping duel with lord voldemort harry ron and hermione are all playable characters modeled after their bigscreen counterparts an allnew spellcasting system allows you to feel the magic for the first time as the controller shakes and reacts with every flick of the wand team up with friends in cooperative play to combine magic and produce more powerful spells than ever before",PlayStation 2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.808679122,4,0.341023139,0.658976857,0.589828571,7,1,Positive,3.411764706,1,Positive,0.434538939,0.565461059,0.536988235
721,B00006LEM5,Hamtaro: Ham Hams Unite!,80.89,"who would have thought a new game boy color game based on an anime series could be this original and fun for all ages hamtaro hamhams unite is a surprisingly good game you play as hamtaro a cute hamster your mission is simple bring 12 of your hamham or hamster friends back to the hamham clubhouse where bossthe head hamsterhas a surprise for everyone but how do you convince your hamham friends to come back with you to the clubhouse with hamchat the secret hamster language around which the whole game revolves each new hamchat word lets you perform new actions you can say hi to other hamsters apologize to them or compliment them you can also learn special words that allow you to perform special actions such as digging holes doing summersaults or climbing but the best part of hamchat is that each word is associated with a move so when you go to the clubhouses dance room you can link your hamchat words together and hamjam with a link cable you can trade your dance with friends you can buy 30 different outfits for hamtaro and try stuff on back at the clubhouse you can take a photo that can be displayed in the room and on the title screen and as you play the game new places within hamtaros neighborhood become accessible all of this makes a great game that children will love especially those who are fans of the show some adults may find it too cute to resist too bryan karsh pros some of the best game boy color graphics youre likely to see make your own dances take pictures of hamtaro explore hamtaros neighborhood  cons you cant transfer dances to game boy advance	the loveable little hamster hamtaro challenges you to reunite all of his hamster pals you must complete puzzles and figure out the unique hamster language to accomplish your task your dictionary will automatically record hamster terms for future use like the hamster greeting hamha youll learn more than 80 words in the hamham dictionary as you interact with the heartwarming creatures from the popular animated television show meet all of hamtaros friends like jingle snoozer and cappy",Game Boy Color,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.999002677,4.833333333,0.820899138,0.179100854,0.8772,6,1,Positive,3.6875,1,Positive,0.620337177,0.37966282,0.64145
722,B000R3BN4M,God of War Chains of Olympus,16.97,"before he waged war on the godshe was forced to serve themthe third game in the god of war franchise god of war chains of olympus for playstation portable is a prequel to the first two games in the series published for playstation 2 and true the high standards of god of war and god of war ii not only does it equal the efforts of its predecessors in some ways it may even surpass themexplore kratos story from the beginningkratos on the shores of attica view largerthe blades of chaos in action view largerbeautiful ingame environments view largermythological boss battles view largerkratos storythe god of war franchise tells the tragic and violent story of the warrior kratos and his dealings with the gods the ancient world would eventually both praise and damn the infamous ghost of sparta as the mortal who slayed a god but long before his battle with ares kratos sought absolution from his past sins by pledging himself as a champion to the gods these brutal crusades in the name of olympus became legendary but would have farreaching consequences in chains of olympus kratos is pushed to the edge as he is ordered by the gods to journey to the very depths of the underworld after the world plunges into darkness there he must face the most feared creatures of greek mythology and is forced to choose between his own personal redemption and saving the ancient world from certain destruction it is a choice that will shake the immortals from their perches on mt olympusgod of wars epic gameplay comes to the pspplaystation portable has always been head and shoulders above its competitors in the handheld market when it comes to processing power and in god of war chains of olympus the psp platform may just have reached its highest level to date packed with features like dramatic camera angles epic set pieces cinematic cut scenes stirring audio and seamless fast action gameplay formerly only available on console platforms chains of olympus binds players to the games epic adventure regardless where they are when they join in the actioncombat moves both old and newnearly as defining as the name of kratos itself the trademark sweeping attack moves of the ghost of sparta using his weapon of choice the blades of chaos epitomizes all god of war games and chains of olympus is no exceptionalthough overall the psp has fewer buttons than the playstation 2 controller developer ready at dawn studios has managed to incorporate nearly all of the attack moves and combination moves from previous games in the series into this new project this continuity in gameplay not only provides a seamless intro into the game for veteran players but a gentle learning curve for players new to the series add to this new brutal combat moves and an additional upgradable weapon and you have a combat system that will engage players at all levelsexploration and puzzle solvingfrom the bright gates of attica to the darkest dungeons of tartarus kratos journey and your own will take you through the dark and brutal world of greek mythology here not only will your skill with the blades of chaos be tested but your wits as wellas you explore the dangers of the ancient world players must be prepared to use their navigational skills as they press on through labyrinths of challenging puzzles some may be simple tests at manipulating the games environment to your advantage while others much more difficult also requiring precision timing of moves but each will be different and test you in new waysan evolution in franchise historymore than just a missing piece in the history of the god of war franchise chains of olympus also serves as an evolutionary link between the origins of the god of war franchise and its future originally developed for playstation 2 the future of the franchise is slated to make its arrival on playstation 3 in the form of the highly anticipated god of war iii in the not too distant future not only is playstation portable designed to work in unison with playstation 3 in many ways but both longtime fans and newcomers to the series who choose to watch and play chains of olympus carefully may very well pick up clues as to the direction the franchise will be heading in with god of war iiiregardless whether you find yourself playing for the current chapter in kratos saga or preparing yourself for the battles to come on the playstation 3 god of war chains of olympus is a must have title for any current owner of a psp or those considering getting in the handheld game with one	god of war chains of olympus psp game the ancient world speaks of a mortal that slayed a god but long before his battle with ares kratos sought absolution from his past sins by pledging himself as a champion to the gods these brutal crusades in the name of olympus became legendary   the ghost of sparta is now ordered by the gods to journey the underworld after the world plunges into darkness there he must face the most feared creatures of greek mythology and forced to choose between his own personal redemption and saving the ancient world from certain destruction",PlayStation Portable,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.471014725,4.6,0.700582362,0.299417644,0.748806667,15,1,Positive,4.6,1,Positive,0.700582362,0.299417644,0.748806667
723,B000099T2H,SOCOM II U.S. Navy Seals,10.99,"the sequel is here with new challenges enhanced graphics and eviler terrorists	the sequel is here with new challenges enhanced graphics and eviler terrorists",PlayStation 2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.79565027,4.846153846,0.673965361,0.326034651,0.700226923,26,1,Positive,4.846153846,1,Positive,0.673965361,0.326034651,0.700226923
724,B00005NCCA,Spyro the Dragon Season of Ice,34.99,"crash bandicoot is often described as the playstations answer to  segas sonic the hedgehog sonys foray into 3d super mariostyle  adventures wasnt quite as direct however as its closest approximations were  the spyro the dragon games sonys attempts may have been a little  simplistic but they were still better efforts than most and this new isometric  spyro offering on the gba is also surprisingly fun  spyro has the same basic range of moves as he had on the playstation letting  you jump and float around the game world breathing fire at everything in your  path although the basic gameplay simply involves you collecting hundreds of  fairies and other items the makers have gone to great lengths to ensure things  dont get too monotonous mostly through a long series of subquests and  minigames the minigames are particularly good as they often use a sideon or  firstperson perspective which makes for a nice change of pace the only problem with the game is the rather empty feeling that pervades the  levels are enormous and its easy to get lost but this is a problem that could  easily be leveled at the original playstation games too its hardly  revolutionary but a pleasing amount of effort has gone into this and its  certain to make fans of the series happy david jenkins  amazoncouk	originally called spyro 4 everybodys favorite little dragon is back after rumors that it would appear on the ps2 console spyro is breathing fire on the game boy advance the action picks up as spyro and his friends look forward to a wellearned vacation meanwhile a smalltime spell librarian captures zoe and freezes fairies throughout the fairylands along with hunter and sparx spyro sets out on a brandnew adventure to save zoe and the fairies of the dragon realms",Game Boy Advance,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.507234862,4.333333333,0.779762709,0.220237289,0.941055556,9,1,Positive,3.631578947,1,Positive,0.632519178,0.367480821,0.708921053
726,B00009KO3N,Resident Evil: Dead Aim,59.98,"join antiumbrella search and pursuit team agent bruce macgavin as he encounters a new layer of umbrellas insidious activities in this resident evil firstperson actionshooter you must search sneak and use battle moves to regain control of a seajacked cruise ship lost in the atlantic and should you find yourself trapped amongst hordes of zombies and mutant beasts your aim better be dead on  or youre gone	the acclaimed survivalhorror series goes to sea as you fight for you life on a zombieinfested ship",PlayStation 2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.863864006,2.25,0.430578888,0.569421163,-0.2206,4,0,Non-Positive,2.785714286,0,Non-Positive,0.480165396,0.519834618,0.294114286
727,B000RCOVXI,Warhammer Dawn Of War Platinum,25,warhammer 40k dawn of warfrom a darkness beyond imagination dawns a new era in strategic warfare ten thousand years have passed since the treasonous acts of chaos toppled the golden age of mankind fires burn brightly throughout the galaxies illuminating carnage and slaughter as mankind defends itself from ancient enemies hardened forces collide with one goal in mind the complete extermination of their opposition relic entertainment brings the worlds most successful tabletop game to the pc control one of 4 unique races in headtohead or cooperative multiplayer action where faith skill and strategy are requisites in ruling the universewarhammer 40k dawn of war  winter assaultlost amongst the ruins of a leveled city lies an emperor class titan a war vessel of untold power forged in the planetwide furnaces of mars and revered by billions as the epitome of imperial dominance the one who controls it will command the power to destroy or defend a world the imperials will summon it to overcome great evil chaos will corrupt it for their own designs orks will destroy it in their bloodlust and eldar will disregard it in their arrogance the expansion pack to the award winning warhammer 40000 dawn of war will build upon the most exciting visceral frontline battlefield ever seen in an rts game winter assault is one of the biggest expansion packs everwarhammer 40k dawn of war  dark crusadethe bitter war for domination of the remote planet kronus rages between tau orks space marines eldar imperial guard and chaos whilst deep in their tombs beneath the surface the sinister necrons are awakening after 60 million years in stasis now in the 41st millennium they have found a galaxy teeming with life a galaxy ripe for harvestingformat win xp genreentertainment ratingm upc752919493243 manufacturer no49324,PC & Mac,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.035091075,3.75,0.468672636,0.53132735,0.3958,8,1,Positive,3.333333333,1,Positive,0.486076727,0.513923267,0.453688889
728,B00005BJ9A,Earthworm Jim,40.31,"earthworm jim isnt much but with a newly discovered cybersuit hes the worlds lowliest superhero in this platformstyle adventure game based on the sega genesis and super nes installments of the series ej makes his way through all sorts of bizarre environmentsplaces like new junk city intestinal distress and snot a problemto save a princess along the way hell add several weapons to his cybersuit and use them against level bosses along the likes of queen pulsating bloated festering sweaty pusfilled malformed slugforabutt and professor monkeyforahead	this is the game earthworm jim for the original game boy advance this game is used and comes as the cartridge only all of our game boy advance games are cleaned tested and guaranteed to work here at nintendosforsalecom we stand by our products and offer a 60 days guarantee if a game does not work within 60 days from the time you receive it we will gladly exchange it for you",Game Boy Advance,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.796041066,4.166666667,0.711946192,0.288053784,0.416783333,6,1,Positive,3.4375,1,Positive,0.579479822,0.420520169,0.46879375
729,B0000657SP,Resident Evil,72.38,"resident evil the game that is often credited with starting the survivalhorror genre is being reinvented for the gamecube for those unfamiliar with the series a mysterious corporation has secretly been performing ungodly biotech experiments in the sleepy little town of raccoon city when reports of gory attacks come in from nearby areas two crack military squads are sent to investigate players take the role of either sharpshooter chris redfield or demolitions expert jill valentine to track down the source of the towns problemsspecifically something in a decaying mansion thats mutating animals into grotesque killers and turning humans into bloodthirsty zombies supplies and ammunition are scarce so players have to know when to fight when to run and how to keep their wits about them players cant afford to waste their shots and expect their characters to survive the story is being retrofitted with motioncaptured animation nextgeneration graphics realtime lighting and shadow effects new areas and newly rendered ingame video segments to create an even more cinematic experience also a redesigned combat system lets players attack and defend themselves with a variety of items found in the environment	in resident evil you are part of an elite military unit battling an outofcontrol supercomputer sent to investigate a remote location you discover an eerie old mansion transformed by a laboratory accident soon youre fighting for survival against hundreds of mutated scientists and other ghoulish creatures ages 17 and up imported",GameCube,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.537021324,4.413793103,0.589358843,0.410641167,0.368562069,29,1,Positive,4.413793103,1,Positive,0.589358843,0.410641167,0.368562069
730,B000E36ONK,Harvest Moon Magical Melody,21.49,this is the game harvest moon magical melody for the gamecube this game may not come with the original case and instructions we stand by our products and offer a 60 day guarantee if a game does not work within 60 days from the time you receive it we will gladly exchange it for you,GameCube,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.225638025,4.5,0.737397668,0.262602333,0.9076125,8,1,Positive,3.666666667,1,Positive,0.605510074,0.394489926,0.681161111
733,B00006910J,Scrabble Complete,49.49,"increase your wining power with the best scrabble computer game ever in addition to the traditional scrabble game you can play any of over a dozen minigames for a quick fun dose of scrabble challenge yourself with the new scrabble blitz anagrams word placement and two and threeletter word games scrabble complete is enough to keep casual players engaged for hours and turn serious players into scrabble masters	race against the clock as you challenge yourself to create words in this completely interactive game of skill and vocabulary",PC & Mac,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.294394629,2.727272727,0.310406916,0.689593081,0.273181818,11,0,Non-Positive,2.727272727,0,Non-Positive,0.310406916,0.689593081,0.273181818
734,B000095ZGZ,Simpsons: Hit and Run,79.93,"the simpsons hit  run is a missionbased driving game featuring outofthecar platform action the interactive world of springfield and the signature humor of the simpsons  new story and dialogue crafted by writers from the simpsons television show all character voices supplied by the cast of the simpsons television show over 56 missions in 7 huge levels explore springfield on foot as homer bart lisa margeand apu hidden pickups containing trivia material from 300plus episodes of the simpsons	doh join homer marge bart and lisa as they race around springfield landmarks on another madcap quest",Xbox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.946887272,4,0.711177162,0.288822826,0.66776,5,1,Positive,3.333333333,1,Positive,0.570392387,0.429607609,0.55592
735,B00006F7RS,Harry Potter and the Chamber of Secrets,12.79,"be harry potter in a unique new pc adventure with more magic friendship and danger learn new spells undertake new quests make new friends and challenge new adversaries as you confront the powers at the heart of the chamber of secrets do you dare face youknowwho again explore rich environments from the colorful burrow to the dark reaches of the forbidden forest master new spells including expeliarmus diffendo and skurge overcome dangerous foes from aragog to the basilisk take flight to play improved quidditch interact with new characters from jk rowlings world including dobby lockhart and ginny weasley	learn new spells undertake new quests make new friends and challenge new adversaries to confront the powers at the heart of the chamber of secrets",PC & Mac,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.697933885,4.142857143,0.569993024,0.430006984,0.774607143,14,1,Positive,4.142857143,1,Positive,0.569993024,0.430006984,0.774607143
736,B0000A341P,Dark Fall: The Journal,14.95,"returning from work you listen to a frightened and cryptic voice message from your brother a talented architect redeveloping the old dowerton station in dorset england boarding a train to meet him you travel to dowerton alone wondering what adventure you may be embarking on  when you arrive the train is empty and the station is deserted you begin to explorethe train tunnels the station the adjoining hotel and the groundsand discover that although no one is there you are not alone finding artifacts ancient documents and a valuable journal you realize that the area holds a history of disappearances and hauntings dating back centuries	alone you must stand against the evil presence  armed with ghost hunting gadgets and deciphering the clues left behind by those who came before you set out on a spinetingling adventure to uncover the mystery of dark fall",PC & Mac,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.580674224,3.5,0.42024739,0.57975263,0.31775,4,1,Positive,3.142857143,1,Positive,0.47721354,0.522786466,0.447928571
737,B000NV8F58,Halo 2,16.9,"the entertainment phenomenon that conquered the digital universe is once again out to save the planet as the awardwinning bestselling halo 2 is coming to the windows vista platform optimized for the advanced gaming features in windows vista halo 2 promises to revolutionize the firstperson shooter experience for windows gamers as it did for consoles with its classic story enhanced visual presentation multiplayer excitement and allnew map editor halo 2 for windows vista offers more game customization and new content than ever before windows vista gamers will be able to experience the epic story of halo 2 as master chief delves further into the mystery of the covenant in the aftermath of halos destruction what he discovers will soon threaten the fate not only of earth but of the universe itself features  epic narrative the saga continues with halo 2 the international awardwinning sequel to the highly successful and critically acclaimed halo combat evolved in this sequel the battle comes to earth and master chief a genetically enhanced super soldier is the only thing standing between the relentless alien covenant and the destruction of all humankind exciting singleplayer gameplay experience first hand the epic struggle between master chief and the covenant armada brandish dualwield weapons covenant arms and pilot human and nonhuman vehicles and aircraft to battle intelligent ai alien enemies  unmatched online gaming halo 2 for windows vista will tap into the power of live anywhere a service similar to xbox live to deliver online matchmaking for pc gamers the service will enable windows vista gamers all over the globe to connect via their pcs and play on an innovative and competitive online forum new multiplayer map editor the game will also feature the allnew new map editor guaranteeing additional new fangenerated content in the future the halo 2 community can now tap their endless creative potential to develop an unlimited number of usercreated multiplayer levels complete community freedom halo 2 for windows vista offers gamers the freedom to host their own dedicated servers for maximum multiplayer action superior presentation and cinematic excellence bring the vast imaginative world of halo 2 to life on the windows vista platform through higherresolution textures and improved lighting effects experience the unmatched cinematic quality of halo 2 through the power of windows vista unprecedented pedigree the halo franchise is one of the best selling and monumental entertainment experiences in history with more than 145 million units sold worldwide more than 18 gameoftheyear awards 750 million hours and 500 million matches logged over xbox live halo 2 was also one of the most successful entertainment launches of all time  including books films graphic novels games and music halo 2 for windows vista brings this incredible experience to windows vista gamers everywhere	halo 2     32bit vista english north america dvd dvd box  exclusive for vista  first games for windows live  2 new mapsor create your own with new map editor  easy install allows you to jump right into the gamestream content from first cd free 1 month gold card included",PC & Mac,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.474814807,3.5625,0.49560159,0.504398406,0.3901875,16,1,Positive,3.5625,1,Positive,0.49560159,0.504398406,0.3901875
738,B0000ZUGZ4,F.E.A.R.: First Encounter Assault Recon,44.98,"fear first encounter assault recon is an intense combat experience with rich atmosphere and a deeply intense paranormal storyline presented entirely in first person be the hero in your own spinetingling epic of action tension and terror and discover the true meaning of fear an unidentified paramilitary force infiltrates a multibillion dollar aerospace compound taking hostages but issuing no demands a special forces team is sent in by the government to contain the situation but contact is severed as an eerie signal interrupts radio communications when the interference subsides moments later the team has been obliterated live footage of the massacre shows an inexplicable wave of destruction tearing the soldiers apart before they can even react               see more images    in light of the desperate situation the fear team is assembled as part of this elite classified strike team created to deal with the most unusual and shocking of threats your mission is simple eliminate the intruders at any cost determine the origin of the signal and contain this crisis before it spirals out of control  hyperstylized combat for breathtaking cinematic quality action  gripping supernatural storyline for spinetingling intensity of play  multiplayer action with multiple gameplay modes and all single player capabilities  advanced graphics and physics for visceral movielike experience  enemies with special abilities and ai so intuitive its like battling living breathing players	fear first encounter assault recon is an intense combat experience with rich atmosphere and a deeply intense paranormal storyline presented entirely in first person be the hero in your own spinetingling epic of action tension and terror and discover the true meaning of fear hyperstylized combat for breathtaking cinematic quality action  gripping supernatural storyline for spinetingling intensity of play multiplayer action with multiple gameplay modes and all single player capabilities advanced graphics and physics for visceral movielike experience enemies with special abilities and ai so intuitive its like battling living breathing players",PC & Mac,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.049560798,4.142857143,0.503072889,0.496927098,0.578371429,14,1,Positive,4.142857143,1,Positive,0.503072889,0.496927098,0.578371429
739,B0000A2MCN,Star Wars Jedi Knight: Jedi Academy,16.32,"star wars jedi knight jedi academy is a dynamic single and multiplayer action experience featuring an allnew epic story players are immersed in the role of apprentice at luke skywalkers jedi academy where they learn the power  and danger  of the force amidst a multitude of complex and richly detailed star wars environments including twice as many unique locales as those in star wars jedi outcast players face a variety of powerful and insidious enemies for the first time in a jedi knight series game star wars jedi knight jedi academy allows players to create and customize their own characters by choosing various characteristics including species gender clothing and physical attributes such as hair and facial features in addition players can create a custom lightsaber selecting from hilt design and blade color as apprentices progress in their training different lightsabers will become available such as the doublebladed lightsaber or dual lightsabers star wars jedi knight jedi academy begins shortly after the conclusion of events in star wars jedi outcast players create a jedi apprentice character and join the jedi academy on yavin 4 to learn the ways of the force under the tutelage of luke skywalker and kyle katarn while the young apprentice embarks on various missions to hone their skills and abilities a mysterious group is discovered creating havoc throughout the galaxy until order is restored the fate of the jedi academy  and the future of the star wars galaxy itself  hangs precariously in the balance while players are able to accomplish more by using the lightsaber in star wars jedi knight jedi academy they also will have a variety of weapons  new and old  at their disposal including a blaster blaster rifle wookiee bowcaster imperial repeater and a destructive electromagnetic pulse gun a unique level selection system allows players to choose their own path through the game as well as the missions they undertake to improve their jedi skills the game adds new multiplayer modes and bring back the most popular modes from star wars jedi outcast	this game lets you customize your character by choosing species gender clothing and more and then create a custom light saber to do battle against the forces of darth vader",PC & Mac,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.506301197,4.3,0.742482983,0.257517027,0.57262,10,1,Positive,4.3,1,Positive,0.742482983,0.257517027,0.57262
